Price,Day,Month,Year,District,Sector,Unit1,Unit2,Property Type,Old/New,Duration
135000,14,12,2016,16,9,18,20,3,1,1
130000,19,12,2014,16,9,18,20,3,0,1
170000,24,3,2017,16,9,18,20,3,1,1
155000,19,12,2014,16,9,18,20,3,0,1
165000,24,10,2018,16,9,18,20,3,1,1
158000,19,12,2014,16,9,18,20,3,0,1
132000,16,1,2015,16,9,18,20,3,0,1
141000,3,5,2017,16,9,18,20,3,1,1
125000,19,12,2014,16,9,18,20,3,0,1
160000,22,12,2014,16,9,18,20,3,0,1
162000,19,12,2014,16,9,18,20,3,0,1
150000,19,12,2014,16,9,18,20,3,0,1
164000,12,12,2014,16,9,18,20,3,0,1
164000,19,12,2014,16,9,18,20,3,0,1
174000,3,3,2017,16,9,18,20,3,1,1
162000,11,12,2014,16,9,18,20,3,0,1
155000,19,12,2014,16,9,18,20,3,0,1
215000,20,11,2015,16,9,18,20,3,0,1
150000,24,8,2018,16,9,18,20,3,1,1
145000,16,12,2015,16,9,18,20,3,0,1
138000,6,11,2015,16,9,18,20,3,0,1
177000,20,11,2015,16,9,18,20,3,0,1
180000,11,12,2015,16,9,18,20,3,0,1
182000,30,10,2015,16,9,18,20,3,0,1
182000,3,11,2015,16,9,18,20,3,0,1
185000,5,11,2015,16,9,18,20,3,1,1
180000,15,2,2019,16,9,18,20,3,1,1
137000,21,10,2013,16,9,18,20,3,0,1
186000,29,3,2018,16,9,18,20,3,1,1
137000,15,11,2013,16,9,18,20,3,0,1
137000,25,10,2013,16,9,18,20,3,0,1
130000,25,10,2013,16,9,18,20,3,0,1
137000,25,10,2013,16,9,18,20,3,0,1
164000,4,1,2016,16,9,18,20,3,1,1
137000,24,10,2013,16,9,18,20,3,0,1
163000,31,3,2016,16,9,18,20,3,1,1
137000,25,10,2013,16,9,18,20,3,0,1
158000,6,12,2016,16,9,18,20,3,1,1
167000,24,11,2016,16,9,18,20,3,1,1
137000,25,10,2013,16,9,18,20,3,0,1
181000,7,12,2018,16,9,18,20,3,1,1
137000,24,10,2013,16,9,18,20,3,0,1
256000,31,10,2014,16,9,18,20,2,0,0
250000,24,10,2014,16,9,18,20,2,0,0
259000,12,12,2014,16,9,18,20,2,0,0
259500,24,10,2014,16,9,18,20,2,0,0
260000,31,10,2014,16,9,18,20,2,0,0
255000,17,10,2014,16,9,18,20,2,0,0
250000,10,10,2014,16,9,18,20,2,0,0
249995,10,10,2014,16,9,18,20,2,0,0
245000,26,9,2014,16,9,18,20,2,0,0
244000,26,9,2014,16,9,18,21,2,0,0
246000,26,9,2014,16,9,18,21,2,0,0
250000,26,9,2014,16,9,18,21,2,0,0
250000,22,8,2014,16,9,18,21,2,0,0
244000,22,8,2014,16,9,18,21,2,0,0
282000,25,10,2018,16,9,18,21,2,1,0
248000,15,8,2014,16,9,18,21,2,0,0
248000,22,8,2014,16,9,18,21,2,0,0
268000,30,11,2017,16,9,18,21,2,1,0
250000,22,8,2014,16,9,18,21,2,0,0
258000,27,2,2015,16,9,18,21,2,0,0
263000,27,2,2015,16,9,18,21,2,0,0
263000,23,1,2015,16,9,18,21,2,0,0
258000,23,1,2015,16,9,18,21,2,0,0
260000,22,1,2015,16,9,18,21,2,0,0
256000,14,9,2018,16,9,18,21,2,1,0
231000,27,3,2015,16,9,18,21,2,0,0
218000,15,10,2018,16,9,18,21,2,1,0
200000,27,3,2015,16,9,18,21,2,0,0
200000,27,3,2015,16,9,18,21,2,0,0
200000,27,3,2015,16,9,18,21,2,0,0
200000,26,3,2015,16,9,18,21,2,0,0
228000,23,3,2015,16,9,18,21,2,0,0
238000,28,8,2015,16,9,18,21,2,0,0
202000,21,8,2015,16,9,18,21,2,0,0
236000,25,8,2015,16,9,18,21,2,0,0
235000,22,5,2015,16,9,18,21,2,0,0
215000,16,10,2017,16,9,18,21,2,1,0
207000,13,7,2015,16,9,18,21,2,0,0
225000,6,6,2018,16,9,18,21,2,1,0
200000,22,5,2015,16,9,18,21,2,0,0
200000,22,5,2015,16,9,18,21,2,0,0
235000,22,5,2015,16,9,18,21,2,0,0
255000,25,9,2015,16,9,18,21,2,0,0
271000,25,5,2018,16,9,18,21,2,1,0
260000,9,10,2015,16,9,18,21,2,0,0
265000,25,9,2015,16,9,18,21,2,0,0
258000,24,9,2015,16,9,18,21,2,0,0
267000,2,10,2015,16,9,18,21,2,0,0
261250,2,10,2015,16,9,18,21,2,0,0
280000,13,11,2017,16,9,18,21,2,1,0
260000,2,10,2015,16,9,18,21,2,0,0
256500,2,10,2015,16,9,18,21,2,0,0
262000,12,10,2015,16,9,18,21,2,0,0
72000,24,5,2019,16,9,18,21,3,1,1
216000,5,10,2018,16,9,18,21,1,1,0
175000,28,3,2013,16,9,18,21,1,0,0
268000,26,6,2015,16,9,18,21,2,1,0
268000,12,6,2015,16,9,18,21,2,1,0
227700,28,6,2013,16,9,18,21,2,0,0
215000,26,6,2015,16,9,18,21,2,1,0
215000,12,6,2015,16,9,18,21,2,1,0
285000,23,7,2015,16,9,18,21,2,1,0
260000,21,8,2015,16,9,18,21,2,1,0
201000,3,8,2015,16,9,18,21,2,1,0
6596000,2,4,2015,16,9,20,1,4,1,0
173000,28,9,2012,16,9,20,2,0,1,0
194000,6,7,2007,16,9,20,2,0,1,0
180000,19,12,2003,16,9,20,2,2,1,0
109000,28,7,2000,16,9,20,2,1,1,0
89950,4,6,1999,16,9,20,2,1,0,0
83500,11,6,1999,16,9,20,2,2,0,0
165000,24,6,2011,16,9,20,2,1,1,0
83500,21,5,1999,16,9,20,2,1,0,0
226000,12,10,2017,16,9,20,2,2,1,0
165000,3,9,2004,16,9,20,2,2,1,0
83500,11,6,1999,16,9,20,2,2,0,0
270000,30,6,2017,16,9,20,2,1,1,0
180000,27,3,2014,16,9,20,2,1,1,0
161950,30,5,2003,16,9,20,2,1,1,0
83500,7,7,1999,16,9,20,2,1,0,0
230000,24,3,2016,16,9,20,2,2,1,0
83500,23,6,1999,16,9,20,2,2,0,0
83500,18,6,1999,16,9,20,2,2,0,0
140000,11,12,2009,16,9,20,2,2,1,0
129950,25,4,2003,16,9,20,2,2,1,0
83950,25,5,2001,16,9,20,2,2,1,0
65000,24,9,1999,16,9,20,2,2,1,0
81000,19,12,2000,16,9,20,2,2,1,0
64000,24,9,1999,16,9,20,2,2,0,0
150000,31,5,2013,16,9,20,2,2,1,0
154500,11,3,2008,16,9,20,2,2,1,0
132500,18,2,2005,16,9,20,2,2,1,0
84000,30,4,2001,16,9,20,2,2,1,0
64000,22,9,1999,16,9,20,2,2,0,0
170000,31,7,2015,16,9,20,2,2,1,0
139950,18,11,2005,16,9,20,2,2,1,0
82500,21,3,2001,16,9,20,2,2,1,0
64000,17,9,1999,16,9,20,2,2,0,0
122500,13,12,2002,16,9,20,2,2,1,0
115000,20,9,2002,16,9,20,2,2,1,0
68000,3,9,1999,16,9,20,2,2,0,0
68000,26,8,1999,16,9,20,2,2,0,0
130500,7,10,2003,16,9,20,2,1,1,0
69950,12,8,1999,16,9,20,2,1,0,0
74500,12,8,1999,16,9,20,2,1,0,0
202000,27,11,2015,16,9,20,2,2,1,0
155000,17,11,2006,16,9,20,2,2,1,0
148000,27,2,2004,16,9,20,2,2,1,0
73000,6,8,1999,16,9,20,2,2,0,0
161000,17,8,2005,16,9,20,2,2,1,0
102000,8,1,2001,16,9,20,2,2,1,0
78000,23,7,1999,16,9,20,2,2,0,0
200000,27,2,2015,16,9,20,2,1,1,0
163000,24,8,2010,16,9,20,2,2,1,0
78000,14,7,1999,16,9,20,2,2,0,0
227500,16,12,2016,16,9,20,2,2,1,0
159500,29,10,2012,16,9,20,2,2,1,0
162000,19,1,2007,16,9,20,2,2,1,0
90000,26,1,2001,16,9,20,2,2,1,0
75000,25,6,1999,16,9,20,2,2,0,0
76000,9,7,1999,16,9,20,2,1,0,0
235000,7,10,2016,16,9,20,2,2,1,0
175000,21,9,2012,16,9,20,2,2,1,0
148950,7,1,2003,16,9,20,2,2,1,0
77000,2,7,1999,16,9,20,2,2,0,0
167500,15,8,2008,16,9,20,2,1,1,0
155000,3,2,2004,16,9,20,2,1,1,0
74000,2,7,1999,16,9,20,2,1,0,0
167000,26,8,2005,16,9,20,2,2,1,0
77000,30,6,1999,16,9,20,2,2,0,0
58500,21,1,1998,16,9,20,4,2,0,0
140000,16,6,2006,16,9,20,4,2,1,0
77000,2,6,2000,16,9,20,4,2,1,0
57000,21,1,1998,16,9,20,4,2,0,0
142000,11,9,2009,16,9,20,4,2,1,0
81500,15,9,2000,16,9,20,4,2,1,0
57000,7,1,1998,16,9,20,4,2,0,0
158500,17,1,2014,16,9,20,4,2,1,0
89950,24,8,2001,16,9,20,4,2,1,0
58000,5,1,1998,16,9,20,4,2,0,0
106000,7,6,2002,16,9,20,4,2,1,0
63000,19,12,1997,16,9,20,4,2,0,0
167500,11,8,2014,16,9,20,4,2,1,0
126500,4,7,2003,16,9,20,4,2,1,0
89950,7,9,2001,16,9,20,4,2,1,0
67000,17,12,1999,16,9,20,4,2,1,0
61500,19,12,1997,16,9,20,4,2,0,0
61500,17,12,1997,16,9,20,4,2,0,0
63000,19,12,1997,16,9,20,4,2,0,0
127950,8,4,2004,16,9,20,4,2,1,0
58000,5,12,1997,16,9,20,4,2,0,0
188000,4,5,2016,16,9,20,4,2,1,0
99950,5,4,2002,16,9,20,4,2,1,0
60000,20,11,1998,16,9,20,4,2,1,0
57000,10,12,1997,16,9,20,4,2,0,0
135000,16,6,2009,16,9,20,4,2,1,0
94500,28,2,2002,16,9,20,4,2,1,0
79500,6,10,2000,16,9,20,4,2,1,0
57000,28,11,1997,16,9,20,4,2,0,0
64950,16,7,1999,16,9,20,4,2,1,0
57000,28,11,1997,16,9,20,4,2,0,0
145000,22,1,2007,16,9,20,4,2,1,0
107500,2,9,2002,16,9,20,4,2,1,0
76500,28,7,2000,16,9,20,4,2,1,0
59950,30,10,1998,16,9,20,4,2,1,0
57000,28,11,1997,16,9,20,4,2,0,0
155000,13,7,2007,16,9,20,4,2,1,0
138500,15,12,2004,16,9,20,4,2,1,0
109000,5,4,2002,16,9,20,4,2,1,0
62500,9,6,1999,16,9,20,4,2,1,0
58000,21,11,1997,16,9,20,4,2,0,0
129950,30,4,2003,16,9,20,4,2,1,0
95000,26,10,2001,16,9,20,4,2,1,0
72000,7,1,2000,16,9,20,4,2,1,0
63000,28,11,1997,16,9,20,4,2,0,0
175000,13,7,2015,16,9,20,4,2,1,0
147500,9,4,2010,16,9,20,4,2,1,0
73500,18,2,2000,16,9,20,4,2,1,0
61500,21,11,1997,16,9,20,4,2,0,0
149000,10,12,2004,16,9,20,4,2,1,0
77500,28,2,2001,16,9,20,4,2,1,0
61500,31,10,1997,16,9,20,4,2,0,0
60000,31,10,1997,16,9,20,4,2,0,0
60000,29,10,1997,16,9,20,4,2,0,0
167500,4,9,2014,16,9,20,4,2,1,0
162500,25,9,2007,16,9,20,4,2,1,0
63000,31,10,1997,16,9,20,4,2,0,0
262000,17,4,2019,16,9,20,4,2,1,0
172250,4,5,2012,16,9,20,4,2,1,0
81500,29,10,1997,16,9,20,4,2,0,0
90000,30,4,2001,16,9,20,4,2,1,0
76500,12,12,1997,16,9,20,4,2,0,0
183000,20,3,2015,16,9,20,4,2,1,0
61500,22,10,1997,16,9,20,4,2,0,0
157500,9,4,2008,16,9,20,4,2,1,0
82500,21,12,2000,16,9,20,4,2,1,0
61500,17,10,1997,16,9,20,4,2,0,0
235000,12,10,2017,16,9,20,4,2,1,0
167500,29,6,2007,16,9,20,4,2,1,0
79000,2,7,1999,16,9,20,4,2,1,0
76500,7,11,1997,16,9,20,4,2,0,0
205000,18,1,2016,16,9,20,4,2,1,0
137500,26,11,2002,16,9,20,4,2,1,0
78000,21,11,1997,16,9,20,4,2,0,0
242000,20,2,2018,16,9,20,4,1,1,0
175000,28,7,2008,16,9,20,4,1,1,0
179950,31,5,2007,16,9,20,4,1,1,0
85000,30,4,1999,16,9,20,4,1,1,0
79950,9,10,1997,16,9,20,4,1,0,0
79950,8,10,1997,16,9,20,4,1,0,0
165000,29,10,2010,16,9,20,4,2,1,0
164250,22,6,2007,16,9,20,4,2,1,0
63000,8,10,1997,16,9,20,4,2,0,0
64995,24,9,1997,16,9,20,4,2,0,0
61000,24,9,1997,16,9,20,4,2,0,0
119950,12,11,2002,16,9,20,4,2,1,0
70500,19,11,1999,16,9,20,4,2,1,0
61000,9,9,1997,16,9,20,4,2,0,0
62500,10,9,1997,16,9,20,4,2,0,0
145000,6,1,2006,16,9,20,4,2,1,0
63500,3,9,1997,16,9,20,4,2,0,0
141000,22,11,2013,16,9,20,4,2,1,0
63500,18,9,1997,16,9,20,4,2,0,0
96000,4,2,2002,16,9,20,4,2,1,0
61000,27,8,1997,16,9,20,4,2,0,0
59950,29,8,1997,16,9,20,4,1,0,0
112000,22,8,2002,16,9,20,4,2,1,0
89500,11,5,2001,16,9,20,4,2,1,0
56950,20,8,1997,16,9,20,4,2,0,0
88000,23,9,2016,16,9,20,4,2,1,1
78500,2,11,2007,16,9,20,4,2,1,1
118000,17,1,2003,16,9,20,4,2,1,0
56950,19,8,1997,16,9,20,4,2,0,0
147000,17,4,2014,16,9,20,4,2,1,0
81000,18,12,2000,16,9,20,4,2,1,0
61500,29,8,1997,16,9,20,4,2,0,0
84500,29,3,2001,16,9,20,4,1,1,0
58117,29,1,1999,16,9,20,4,1,1,0
58500,12,8,1997,16,9,20,4,1,0,0
192000,2,5,2014,16,9,20,4,1,1,0
88000,5,11,1999,16,9,20,4,1,1,0
76000,7,8,1997,16,9,20,4,1,0,0
165000,3,6,2004,16,9,20,4,2,1,0
99450,9,4,2001,16,9,20,4,2,1,0
78000,23,12,1998,16,9,20,4,2,1,0
80000,25,9,1997,16,9,20,4,2,0,0
184500,5,11,2004,16,9,20,4,2,1,0
74950,31,7,1997,16,9,20,4,2,0,0
145000,27,1,2006,16,9,20,4,2,1,0
135750,17,7,2003,16,9,20,4,2,1,0
59950,31,7,1997,16,9,20,4,2,0,0
159950,19,10,2007,16,9,20,4,1,1,0
62500,31,7,1997,16,9,20,4,1,0,0
82500,13,11,1998,16,9,20,4,1,1,0
81500,31,7,1997,16,9,20,4,1,0,0
232500,30,6,2017,16,9,20,4,2,1,0
79000,31,10,1997,16,9,20,4,2,0,0
73950,31,7,1997,16,9,20,4,2,0,0
141950,12,12,2003,16,9,20,4,2,1,0
129950,10,1,2003,16,9,20,4,2,1,0
72500,19,12,1997,16,9,20,4,2,0,0
132000,29,1,2004,16,9,20,4,2,1,0
83750,8,12,2000,16,9,20,4,2,1,0
68000,12,12,1997,16,9,20,4,2,0,0
226000,7,8,2015,16,9,20,4,2,1,0
114500,5,9,2001,16,9,20,4,2,1,0
86000,16,1,1998,16,9,20,4,2,0,0
66995,26,6,1997,16,9,23,1,1,0,0
174950,3,9,2010,16,9,23,1,1,1,0
124999,30,6,2006,16,9,23,1,1,1,0
88000,5,9,1997,16,9,23,1,1,0,0
98500,15,9,2000,16,9,23,1,1,1,0
73000,30,5,1997,16,9,23,1,1,0,0
160000,14,12,2009,16,9,23,1,1,1,0
99950,30,6,2000,16,9,23,1,1,1,0
72745,28,5,1997,16,9,23,1,1,0,0
82000,30,6,1998,16,9,23,1,0,1,0
76995,30,5,1997,16,9,23,1,0,0,0
190000,5,8,2015,16,9,23,1,1,1,0
124000,21,5,2002,16,9,23,1,1,1,0
81950,23,6,1999,16,9,23,1,1,1,0
74995,28,5,1997,16,9,23,1,1,0,0
165000,21,11,2008,16,9,23,1,1,1,0
148000,28,4,2004,16,9,23,1,1,1,0
73995,30,5,1997,16,9,23,1,1,0,0
157000,16,10,2013,16,9,23,1,2,1,0
73995,30,5,1997,16,9,23,1,2,0,0
169950,12,8,2014,16,9,23,1,2,1,0
139000,30,6,2006,16,9,23,1,2,1,0
58995,30,5,1997,16,9,23,1,2,0,0
140000,25,5,2005,16,9,23,1,2,1,0
77950,3,3,2000,16,9,23,1,2,1,0
58995,2,6,1997,16,9,23,1,2,0,0
120000,28,6,2002,16,9,23,1,0,1,0
119000,28,6,2002,16,9,23,1,0,1,0
78995,20,6,1997,16,9,23,1,0,0,0
76000,27,2,1998,16,9,23,1,2,1,0
76995,18,7,1997,16,9,23,1,2,0,0
175000,15,4,2014,16,9,23,1,1,1,0
154000,1,7,2005,16,9,23,1,2,1,0
133000,6,12,2002,16,9,23,1,2,1,0
73995,27,6,1997,16,9,23,1,2,0,0
161000,9,2,2007,16,9,23,1,2,1,0
131000,17,1,2003,16,9,23,1,2,1,0
88000,31,7,2000,16,9,23,1,2,1,0
76000,24,10,1997,16,9,23,1,2,0,0
165000,16,2,2007,16,9,23,1,2,1,0
74995,15,8,1997,16,9,23,1,2,0,0
168000,29,8,2014,16,9,23,1,2,1,0
155000,10,1,2008,16,9,23,1,1,1,0
142000,29,10,2004,16,9,23,1,1,1,0
67000,28,5,1999,16,9,23,1,1,1,0
62995,25,7,1997,16,9,23,1,1,0,0
167000,14,7,2006,16,9,23,1,2,1,0
130000,2,1,2003,16,9,23,1,2,1,0
74995,30,6,1997,16,9,23,1,2,0,0
138500,11,10,2002,16,9,23,1,2,1,0
66000,19,12,1997,16,9,23,1,2,0,0
84500,10,9,1999,16,9,23,1,2,1,0
78995,30,6,1997,16,9,23,1,2,0,0
140500,30,4,2004,16,9,23,1,2,1,0
60995,30,6,1997,16,9,23,1,2,0,0
143000,25,8,2006,16,9,23,1,2,1,0
92950,5,10,2001,16,9,23,1,2,1,0
60995,30,6,1997,16,9,23,1,2,0,0
215000,30,11,2015,16,9,23,1,2,1,0
112000,23,11,2001,16,9,23,1,2,1,0
75500,24,10,1997,16,9,23,1,2,0,0
195000,7,11,2014,16,9,23,1,0,1,0
168000,1,12,2006,16,9,23,1,1,1,0
122500,10,5,2002,16,9,23,1,1,1,0
87500,31,3,1999,16,9,23,1,1,1,0
80000,23,10,1997,16,9,23,1,1,0,0
109500,31,10,2001,16,9,23,1,1,1,0
103000,7,3,2001,16,9,23,1,1,1,0
41000,16,10,1997,16,9,23,1,2,0,0
249950,31,3,2017,16,9,23,1,0,1,0
168000,18,6,2009,16,9,23,1,0,1,0
219000,16,11,2007,16,9,23,1,0,1,0
91995,27,6,1997,16,9,23,1,0,0,0
125610,16,2,2001,16,9,23,1,0,1,0
91995,27,6,1997,16,9,23,1,0,0,0
127000,31,3,2016,16,9,23,1,3,1,1
123500,10,11,2006,16,9,23,1,3,1,1
118000,27,8,2004,16,9,23,1,3,1,1
67000,5,5,2000,16,9,23,1,3,1,1
50000,19,11,1997,16,9,23,1,3,0,1
51000,28,11,1997,16,9,23,1,3,0,1
111500,12,12,2014,16,9,23,1,3,1,1
118000,27,10,2006,16,9,23,1,3,1,1
84995,8,3,2002,16,9,23,1,3,1,1
51995,15,9,1997,16,9,23,1,3,0,1
135500,31,5,2017,16,9,23,1,3,1,1
119000,20,10,2006,16,9,23,1,3,1,1
57500,5,10,1999,16,9,23,1,3,1,1
51995,19,9,1997,16,9,23,1,3,0,1
115000,17,10,2014,16,9,23,1,2,1,1
88000,27,3,2002,16,9,23,1,2,1,1
69950,14,4,2000,16,9,23,1,2,1,1
127950,30,4,2007,16,9,23,1,3,1,1
108000,22,4,2005,16,9,23,1,3,1,1
53000,16,1,1998,16,9,23,1,3,0,1
110000,20,1,2006,16,9,23,4,3,1,1
56000,9,6,2000,16,9,23,4,3,1,1
38000,28,11,1997,16,9,23,4,3,1,1
82500,14,4,2005,16,9,23,4,3,1,1
105000,5,9,2008,16,9,23,4,2,1,1
98000,14,11,2003,16,9,23,4,2,1,1
38000,25,9,1996,16,9,23,4,2,1,1
32800,25,9,1996,16,9,23,4,2,1,1
91000,30,10,2002,16,9,23,4,3,1,1
58000,8,9,2000,16,9,23,4,3,1,1
39500,25,4,1997,16,9,23,4,3,1,1
84000,20,5,2013,16,9,23,4,3,1,1
62500,30,7,2001,16,9,23,4,3,1,1
105000,21,1,2005,16,9,23,4,3,1,1
60000,26,3,2001,16,9,23,4,3,1,1
48000,7,4,1999,16,9,23,4,3,1,1
122000,19,12,2018,16,9,23,4,3,1,1
98000,1,7,2010,16,9,23,4,3,1,1
114000,25,5,2007,16,9,23,4,3,1,1
90000,23,6,2003,16,9,23,4,3,1,1
50500,21,7,2000,16,9,23,4,3,1,1
31450,28,6,1996,16,9,23,4,3,1,1
135000,2,12,2016,16,9,23,4,3,1,1
110000,18,5,2015,16,9,23,4,3,1,1
105000,12,12,2013,16,9,23,4,3,1,1
115000,8,12,2006,16,9,23,4,3,1,1
110000,10,10,2003,16,9,23,4,3,1,1
57500,26,4,2000,16,9,23,4,3,1,1
142500,21,9,2018,16,9,23,4,3,1,1
118000,8,2,2008,16,9,23,4,3,1,1
104250,18,5,2006,16,9,23,4,3,1,1
48000,15,3,1999,16,9,23,4,3,1,1
33500,27,6,1997,16,9,23,4,3,1,1
110000,7,10,2016,16,9,23,4,3,1,1
135000,28,5,2019,16,9,23,4,3,1,1
113500,5,10,2007,16,9,23,4,3,1,1
94500,29,11,2002,16,9,23,4,3,1,1
121550,19,8,2016,16,9,23,4,3,1,1
113000,14,7,2006,16,9,23,4,3,1,1
104000,31,5,2005,16,9,23,4,3,1,1
75250,21,2,2002,16,9,23,4,3,1,1
55000,25,8,2000,16,9,23,4,3,1,1
72000,28,3,2002,16,9,23,4,3,1,1
36000,5,10,1998,16,9,23,4,3,1,1
107000,29,7,2005,16,9,23,4,3,1,1
56950,15,3,2001,16,9,23,4,3,1,1
44000,18,9,1998,16,9,23,4,3,1,1
138500,30,3,2016,16,9,23,4,3,1,1
120000,29,8,2014,16,9,23,4,3,1,1
113250,19,12,2006,16,9,23,4,3,1,1
54000,17,3,2000,16,9,23,4,3,1,1
85000,19,3,2004,16,9,23,4,3,1,1
52950,26,2,2001,16,9,23,4,3,1,1
113000,9,7,2004,16,9,23,4,3,1,1
38750,27,3,1997,16,9,23,4,3,1,1
75000,23,5,1997,16,9,23,4,0,1,0
272000,12,5,2017,16,9,23,4,1,1,0
180000,22,6,2018,16,9,23,4,1,1,0
250000,12,6,2015,16,9,23,4,2,1,0
110000,1,10,2001,16,9,23,4,2,1,0
55000,20,12,1996,16,9,23,4,2,1,0
53000,12,5,1995,16,9,23,4,2,1,0
128000,26,11,2008,16,9,23,4,1,1,0
91500,29,9,2000,16,9,23,4,1,1,0
148000,6,12,2002,16,9,23,4,1,1,0
68950,28,1,1998,16,9,23,4,1,1,0
153000,9,12,2005,16,9,23,4,2,1,0
83500,30,11,1999,16,9,23,4,2,1,0
141500,5,4,2004,16,9,23,4,1,1,0
174950,23,1,2009,16,9,23,4,0,1,0
78000,25,9,1998,16,9,23,4,0,1,0
175000,5,1,2015,16,9,23,4,1,1,0
138000,21,10,2005,16,9,23,4,1,1,0
119000,8,11,2002,16,9,23,4,1,1,0
55500,1,8,1997,16,9,23,4,1,1,0
160000,18,12,2009,16,9,23,4,1,1,0
94000,28,7,2000,16,9,23,4,1,1,0
165000,15,1,2009,16,9,23,4,1,1,0
165000,2,12,2011,16,9,23,4,1,1,0
158000,28,7,2003,16,9,23,4,1,1,0
120000,7,3,2002,16,9,23,4,1,1,0
257000,13,6,2016,16,9,23,4,1,1,0
158000,3,11,2004,16,9,23,4,1,1,0
75950,30,10,1998,16,9,23,4,1,1,0
257500,2,11,2018,16,9,23,4,0,1,0
179000,26,4,2011,16,9,23,4,0,1,0
184000,23,1,2007,16,9,23,4,2,1,0
197500,27,3,2015,16,9,23,4,1,1,0
163000,26,10,2004,16,9,23,4,2,1,0
262500,14,7,2006,16,9,23,4,1,1,0
86500,22,3,1999,16,9,23,4,1,1,0
76500,20,2,1998,16,9,23,4,1,1,0
75750,8,12,1997,16,9,23,4,1,1,0
215000,29,7,2016,16,9,23,4,1,1,0
228000,22,6,2017,16,9,23,4,2,1,0
165000,15,10,2010,16,9,23,4,2,1,0
150000,11,11,2005,16,9,23,4,2,1,0
67000,9,12,1997,16,9,23,4,2,1,0
215000,17,11,2017,16,9,23,4,1,1,0
203000,16,10,2015,16,9,23,4,1,1,0
145000,10,6,2004,16,9,23,4,2,1,0
256200,26,5,2017,16,9,23,4,0,1,0
180000,16,2,2011,16,9,23,4,0,1,0
174000,17,7,2009,16,9,23,4,0,1,0
93000,15,9,1999,16,9,23,4,0,1,0
240000,23,3,2012,16,9,23,4,0,1,0
249000,17,1,2007,16,9,23,4,0,1,0
126000,30,11,2001,16,9,23,4,0,1,0
76000,30,5,1997,16,9,23,4,0,1,0
115000,27,8,2010,16,9,23,5,2,1,0
61500,8,1,2001,16,9,23,5,2,1,0
43000,29,5,1998,16,9,23,5,2,1,0
150000,28,2,2017,16,9,23,5,2,1,0
120000,11,8,2006,16,9,23,5,2,1,0
50000,30,7,1999,16,9,23,5,2,1,0
69950,28,8,1998,16,9,23,5,2,1,0
267000,18,4,2019,16,9,23,5,2,1,0
225000,3,4,2018,16,9,23,5,1,1,0
170000,18,2,2014,16,9,23,5,1,1,0
107500,11,5,2001,16,9,23,5,2,1,0
87950,23,6,2000,16,9,23,5,2,1,0
199950,11,9,2015,16,9,23,5,1,1,0
150000,15,4,2005,16,9,23,5,0,1,0
160000,16,6,2003,16,9,23,5,0,1,0
125000,19,6,2002,16,9,23,5,0,1,0
75500,15,1,1999,16,9,23,5,0,1,0
71000,25,7,1997,16,9,23,5,0,1,0
247500,20,4,2018,16,9,23,5,2,1,0
166500,12,3,2012,16,9,23,5,2,1,0
65500,3,4,1997,16,9,23,5,0,1,0
140000,15,8,2011,16,9,23,5,2,1,0
143000,31,8,2006,16,9,23,5,2,1,0
73000,1,11,2000,16,9,23,5,2,1,0
61500,16,4,1999,16,9,23,5,2,1,0
53995,29,8,1997,16,9,23,5,2,1,0
75000,6,11,2000,16,9,23,5,2,1,0
155000,7,7,2003,16,9,23,5,2,1,0
94950,31,1,2002,16,9,23,5,2,1,0
60000,23,6,1999,16,9,23,5,2,1,0
133000,18,3,2005,16,9,23,5,2,1,0
60000,10,9,1998,16,9,23,5,2,1,0
190000,11,6,2018,16,9,23,5,2,1,0
153000,8,6,2007,16,9,23,5,2,1,0
143000,4,8,2006,16,9,23,5,2,1,0
76995,19,5,2000,16,9,23,5,2,1,0
60000,22,1,1999,16,9,23,5,2,1,0
166000,6,1,2012,16,9,23,5,2,1,0
140000,28,2,2013,16,9,23,5,2,1,0
132000,27,1,2010,16,9,23,5,2,1,0
69000,3,9,1999,16,9,23,5,2,1,0
54000,27,2,1998,16,9,23,5,2,1,0
52000,28,6,1996,16,9,23,5,2,1,0
85500,24,4,1998,16,9,23,5,2,1,0
79950,30,1,1998,16,9,23,5,2,1,0
185000,2,7,2013,16,9,23,5,2,1,0
174995,2,10,2009,16,9,23,5,2,1,0
94000,4,2,2000,16,9,23,5,2,1,0
62500,7,4,2000,16,9,23,5,2,1,0
158000,19,7,2013,16,9,23,5,2,1,0
142500,2,12,2005,16,9,23,5,2,1,0
51500,3,2,1995,16,9,23,5,2,1,0
260000,31,8,2018,16,9,23,5,2,1,0
192500,19,6,2012,16,9,23,5,2,1,0
195000,10,8,2006,16,9,23,5,2,1,0
192000,2,5,2014,16,9,23,5,1,1,0
175000,23,3,2007,16,9,23,5,2,1,0
174000,26,11,2004,16,9,23,5,2,1,0
235000,22,6,2017,16,9,23,5,1,1,0
195001,30,5,2014,16,9,23,5,1,1,0
174000,25,5,2007,16,9,23,5,2,1,0
83500,18,8,1999,16,9,23,5,2,1,0
119950,20,12,2002,16,9,23,5,2,1,0
80000,21,12,2000,16,9,23,5,2,1,0
140000,5,6,2006,16,9,23,5,2,1,0
56500,27,11,1998,16,9,23,5,2,1,0
42500,7,6,1996,16,9,23,5,2,1,0
73000,30,6,2000,16,9,23,5,2,1,0
